ip_address,minute,requests_per_min,unique_endpoints,error_rate,avg_response_size,burst_rate,login_attempts,protocol_http,same_endpoint_ratio,attack_type,label
192.168.7.212,2026-04-02 08:15,29,4,0.005,960,7,0,1,0.081,Normal,0
192.168.5.199,2026-04-02 08:14,190,2,0.539,408,27,44,1,0.675,BruteForce,1
192.168.1.62,2026-04-02 08:18,22,3,0.098,1356,1,2,1,0.296,Normal,0
192.168.8.128,2026-04-02 08:26,7,6,0.042,454,8,0,1,0.18,Normal,0
192.168.10.205,2026-04-02 08:10,45,7,0.084,706,2,1,1,0.072,Normal,0
192.168.2.209,2026-04-02 08:59,719,2,0.188,183,134,0,1,0.784,DDoS,1
192.168.4.179,2026-04-02 08:22,18,11,0.006,1370,9,0,1,0.145,Normal,0
192.168.8.185,2026-04-02 08:43,23,12,0.041,213,3,1,1,0.254,Normal,0
192.168.8.179,2026-04-02 08:51,199,2,0.759,584,50,72,1,0.871,BruteForce,1
192.168.5.197,2026-04-02 08:23,26,7,0.089,574,10,0,1,0.175,Normal,0
192.168.3.86,2026-04-02 08:54,48,12,0.086,1234,5,2,1,0.117,Normal,0
192.168.10.107,2026-04-02 08:00,44,12,0.003,1484,9,1,1,0.193,Normal,0
192.168.5.51,2026-04-02 08:11,35,6,0.065,1247,4,0,1,0.184,Normal,0
192.168.6.213,2026-04-02 08:50,39,8,0.052,887,2,0,1,0.138,Normal,0
192.168.8.129,2026-04-02 08:37,6,3,0.066,1289,3,0,1,0.082,Normal,0
192.168.6.17,2026-04-02 08:06,367,4,0.21,239,189,0,1,0.985,DDoS,1
192.168.3.47,2026-04-02 08:19,58,13,0.077,539,8,0,1,0.123,Normal,0
192.168.10.102,2026-04-02 08:00,34,14,0.059,280,9,2,1,0.16,Normal,0
192.168.10.29,2026-04-02 08:59,451,4,0.137,224,152,0,1,0.909,DDoS,1
192.168.7.20,2026-04-02 08:00,10,6,0.093,802,3,2,1,0.161,Normal,0
192.168.5.146,2026-04-02 08:21,140,77,0.14,833,10,3,1,0.135,Scanning,1
192.168.7.218,2026-04-02 08:59,39,3,0.078,1383,4,2,1,0.296,Normal,0
192.168.5.10,2026-04-02 08:30,43,15,0.007,925,9,0,1,0.103,Normal,1
192.168.5.213,2026-04-02 08:46,881,4,0.112,386,154,0,1,0.808,DDoS,1
192.168.4.160,2026-04-02 08:47,12,9,0.006,558,7,0,1,0.202,Normal,0
192.168.4.7,2026-04-02 08:53,6,2,0.03,624,3,2,1,0.021,Normal,0
192.168.9.98,2026-04-02 08:55,12,5,0.086,454,6,1,1,0.124,Normal,0
192.168.6.125,2026-04-02 08:58,51,1,0.73,271,36,114,1,0.653,BruteForce,1
192.168.3.234,2026-04-02 08:32,79,2,0.5,187,55,113,1,0.677,BruteForce,1
192.168.10.175,2026-04-02 08:55,102,75,0.121,1692,23,0,1,0.129,Scanning,1
192.168.4.212,2026-04-02 08:07,1094,1,0.127,276,188,0,1,0.981,DDoS,1
192.168.3.67,2026-04-02 08:04,16,12,0.059,870,5,0,1,0.025,Normal,0
192.168.6.23,2026-04-02 08:59,32,15,0.011,1092,10,1,1,0.157,Normal,0
192.168.3.80,2026-04-02 08:28,90,1,0.779,598,43,103,1,0.785,BruteForce,1
192.168.8.230,2026-04-02 08:31,107,75,0.202,1896,10,2,1,0.179,Scanning,1
192.168.4.173,2026-04-02 08:08,922,4,0.144,226,122,0,1,0.748,DDoS,1
192.168.7.153,2026-04-02 08:49,154,49,0.363,926,16,5,0,0.139,Scanning,1
192.168.8.223,2026-04-02 08:37,91,71,0.154,793,21,1,0,0.152,Scanning,1
192.168.9.243,2026-04-02 08:58,30,7,0.033,934,8,1,1,0.03,Normal,0
192.168.9.217,2026-04-02 08:34,25,13,0.046,570,7,0,1,0.049,Normal,0
192.168.2.167,2026-04-02 08:30,172,1,0.806,457,20,89,1,0.9,BruteForce,1
192.168.7.70,2026-04-02 08:07,33,2,0.05,440,4,2,1,0.29,Normal,0
192.168.4.219,2026-04-02 08:55,13,4,0.072,1219,6,0,1,0.209,Normal,0
192.168.4.178,2026-04-02 08:39,9,3,0.097,323,4,0,1,0.201,Normal,0
192.168.1.120,2026-04-02 08:57,182,1,0.8,514,21,98,1,0.689,BruteForce,1
192.168.5.89,2026-04-02 08:43,96,1,0.728,479,40,102,1,0.765,BruteForce,1
192.168.5.224,2026-04-02 08:32,459,4,0.174,287,122,0,1,0.777,DDoS,1
192.168.8.240,2026-04-02 08:00,41,12,0.039,1461,7,1,1,0.273,Normal,0
192.168.8.163,2026-04-02 08:08,58,7,0.016,927,4,2,1,0.08,Normal,0
192.168.3.211,2026-04-02 08:14,20,4,0.069,612,8,2,1,0.25,Normal,0
192.168.8.35,2026-04-02 08:27,59,9,0.012,744,4,0,1,0.193,Normal,0
192.168.3.51,2026-04-02 08:54,527,3,0.16,315,91,0,1,0.843,DDoS,1
192.168.6.28,2026-04-02 08:24,48,5,0.047,1468,9,1,1,0.275,Normal,0
192.168.8.6,2026-04-02 08:04,11,4,0.093,728,3,2,1,0.088,Normal,0
192.168.6.214,2026-04-02 08:23,44,13,0.084,1423,2,2,1,0.059,Normal,0
192.168.5.54,2026-04-02 08:01,32,6,0.033,1128,1,0,1,0.222,Normal,0
192.168.8.60,2026-04-02 08:48,38,11,0.079,1159,8,1,1,0.238,Normal,0
192.168.4.254,2026-04-02 08:31,13,14,0.056,340,9,0,1,0.176,Normal,0
192.168.5.171,2026-04-02 08:41,147,1,0.566,553,45,143,1,0.753,BruteForce,1
192.168.7.122,2026-04-02 08:32,58,13,0.083,471,3,2,1,0.191,Normal,0
192.168.3.37,2026-04-02 08:30,23,10,0.069,1457,6,2,1,0.181,Normal,1
192.168.2.145,2026-04-02 08:08,58,15,0.017,295,3,0,1,0.231,Normal,0
192.168.3.202,2026-04-02 08:49,30,5,0.022,923,7,1,1,0.075,Normal,0
192.168.2.155,2026-04-02 08:48,65,1,0.432,161,31,120,1,0.833,BruteForce,1
192.168.7.143,2026-04-02 08:07,40,11,0.019,581,9,2,1,0.12,Normal,0
192.168.3.234,2026-04-02 08:56,19,13,0.058,729,8,0,1,0.07,Normal,0
192.168.9.41,2026-04-02 08:39,16,4,0.087,217,2,2,1,0.055,Normal,0
192.168.9.226,2026-04-02 08:52,41,2,0.017,611,1,0,1,0.01,Normal,0
192.168.2.91,2026-04-02 08:39,896,4,0.142,182,156,0,1,0.973,DDoS,1
192.168.3.140,2026-04-02 08:44,118,29,0.22,425,29,1,0,0.179,Scanning,1
192.168.2.78,2026-04-02 08:06,146,1,0.576,451,21,101,1,0.906,BruteForce,1
192.168.10.3,2026-04-02 08:39,21,12,0.036,683,1,2,1,0.035,Normal,0
192.168.1.200,2026-04-02 08:01,13,10,0.035,341,6,1,1,0.279,Normal,0
192.168.5.205,2026-04-02 08:54,98,52,0.395,1944,24,3,0,0.052,Scanning,1
192.168.3.214,2026-04-02 08:06,17,14,0.033,671,5,2,1,0.081,Normal,0
192.168.1.90,2026-04-02 08:21,49,3,0.058,953,9,0,1,0.119,Normal,0
192.168.5.146,2026-04-02 08:40,44,2,0.061,403,4,2,1,0.063,Normal,0
192.168.9.13,2026-04-02 08:44,11,10,0.056,419,6,1,1,0.206,Normal,0
192.168.6.222,2026-04-02 08:20,100,1,0.54,312,23,31,1,0.924,BruteForce,1
192.168.5.215,2026-04-02 08:14,792,2,0.206,316,102,0,1,0.974,DDoS,1
192.168.8.118,2026-04-02 08:51,129,53,0.213,1272,11,1,1,0.066,Scanning,1
192.168.8.237,2026-04-02 08:50,37,14,0.092,562,10,0,1,0.219,Normal,0
192.168.3.14,2026-04-02 08:26,46,5,0.07,738,8,1,1,0.101,Normal,0
192.168.6.217,2026-04-02 08:21,28,8,0.076,1081,6,2,1,0.072,Normal,0
192.168.3.43,2026-04-02 08:04,328,1,0.115,367,111,0,1,0.759,DDoS,1
192.168.10.69,2026-04-02 08:34,53,49,0.318,355,17,1,1,0.053,Scanning,1
192.168.10.171,2026-04-02 08:36,137,70,0.378,1003,16,3,0,0.072,Scanning,1
192.168.9.138,2026-04-02 08:38,22,4,0.078,1066,4,0,1,0.267,Normal,0
192.168.7.226,2026-04-02 08:16,44,11,0.01,253,8,2,1,0.098,Normal,0
192.168.10.17,2026-04-02 08:49,57,15,0.011,1218,10,2,1,0.066,Normal,0
192.168.4.75,2026-04-02 08:45,22,15,0.038,379,8,1,1,0.223,Normal,0
192.168.7.18,2026-04-02 08:39,95,53,0.14,1139,27,3,0,0.125,Scanning,1
192.168.5.210,2026-04-02 08:51,897,3,0.293,140,124,0,1,0.806,DDoS,0
192.168.10.159,2026-04-02 08:41,460,3,0.253,144,96,0,1,0.796,DDoS,1
192.168.5.37,2026-04-02 08:44,50,14,0.028,701,3,0,1,0.093,Normal,0
192.168.9.207,2026-04-02 08:07,39,3,0.1,799,10,2,1,0.008,Normal,0
192.168.7.208,2026-04-02 08:58,95,63,0.2,1332,25,3,1,0.155,Scanning,1
192.168.9.73,2026-04-02 08:45,71,3,0.668,529,59,44,1,0.77,BruteForce,1
192.168.9.32,2026-04-02 08:34,40,10,0.074,735,5,2,1,0.053,Normal,0
192.168.9.195,2026-04-02 08:17,33,5,0.02,1475,4,0,1,0.088,Normal,0
192.168.8.110,2026-04-02 08:55,157,3,0.635,179,42,52,1,0.864,BruteForce,1
192.168.4.213,2026-04-02 08:09,47,29,0.157,836,13,5,1,0.122,Scanning,1
192.168.8.196,2026-04-02 08:11,28,13,0.029,283,2,1,1,0.148,Normal,0
192.168.5.71,2026-04-02 08:25,59,9,0.029,1447,1,1,1,0.148,Normal,0
192.168.7.25,2026-04-02 08:39,34,12,0.072,718,6,1,1,0.176,Normal,0
192.168.5.83,2026-04-02 08:43,44,61,0.201,1137,23,5,0,0.097,Scanning,1
192.168.4.230,2026-04-02 08:23,40,6,0.093,699,2,2,1,0.153,Normal,0
192.168.9.242,2026-04-02 08:46,158,1,0.584,523,45,99,1,0.806,BruteForce,1
192.168.5.136,2026-04-02 08:30,46,3,0.034,734,3,2,1,0.19,Normal,0
192.168.10.68,2026-04-02 08:28,600,3,0.17,247,101,0,1,0.93,DDoS,1
192.168.9.170,2026-04-02 08:33,50,9,0.015,807,4,0,1,0.174,Normal,0
192.168.5.101,2026-04-02 08:59,121,48,0.389,1588,30,2,1,0.183,Scanning,1
192.168.2.87,2026-04-02 08:00,32,3,0.062,447,9,0,1,0.146,Normal,0
192.168.5.109,2026-04-02 08:27,21,13,0.063,1436,8,2,1,0.112,Normal,0
192.168.3.246,2026-04-02 08:13,17,2,0.062,718,1,1,1,0.149,Normal,0
192.168.2.90,2026-04-02 08:12,601,1,0.195,206,164,0,1,0.907,DDoS,1
192.168.9.134,2026-04-02 08:24,149,3,0.831,200,52,128,1,0.654,BruteForce,1
192.168.4.192,2026-04-02 08:00,53,13,0.013,309,7,2,1,0.086,Normal,0
192.168.7.110,2026-04-02 08:15,43,14,0.01,734,9,2,1,0.12,Normal,0
192.168.6.243,2026-04-02 08:49,8,4,0.016,1345,10,1,1,0.127,Normal,0
192.168.2.23,2026-04-02 08:07,8,3,0.053,1251,1,0,1,0.209,Normal,0
192.168.4.209,2026-04-02 08:57,51,11,0.032,1424,6,0,1,0.091,Normal,0
192.168.7.75,2026-04-02 08:59,20,2,0.057,734,5,2,1,0.243,Normal,0
192.168.2.73,2026-04-02 08:53,22,4,0.072,216,4,0,1,0.045,Normal,0
192.168.7.26,2026-04-02 08:44,319,1,0.165,115,164,0,1,0.954,DDoS,1
192.168.4.79,2026-04-02 08:55,45,15,0.009,825,7,1,1,0.254,Normal,0
192.168.10.32,2026-04-02 08:10,452,4,0.252,157,153,0,1,0.727,DDoS,1
192.168.2.141,2026-04-02 08:50,39,6,0.089,522,3,1,1,0.153,Normal,0
192.168.8.200,2026-04-02 08:26,450,2,0.147,218,108,0,1,0.782,DDoS,1
192.168.3.53,2026-04-02 08:50,33,10,0.064,1189,1,1,1,0.197,Normal,0
192.168.1.82,2026-04-02 08:31,39,11,0.015,1228,4,0,1,0.015,Normal,0
192.168.9.134,2026-04-02 08:54,11,15,0.065,745,4,0,1,0.186,Normal,0
192.168.4.88,2026-04-02 08:53,161,3,0.414,218,53,75,1,0.907,BruteForce,1
192.168.8.31,2026-04-02 08:09,19,13,0.02,745,5,2,1,0.148,Normal,0
192.168.5.89,2026-04-02 08:33,6,8,0.012,1440,4,2,1,0.173,Normal,0
192.168.4.118,2026-04-02 08:02,98,75,0.233,1167,22,5,1,0.076,Scanning,1
192.168.2.177,2026-04-02 08:47,142,44,0.192,1266,28,2,0,0.029,Scanning,1
192.168.7.108,2026-04-02 08:01,40,9,0.054,1208,9,2,1,0.246,Normal,0
192.168.9.17,2026-04-02 08:31,26,5,0.037,690,8,0,1,0.238,Normal,0
192.168.8.218,2026-04-02 08:18,58,5,0.014,651,2,2,1,0.044,Normal,0
192.168.9.62,2026-04-02 08:37,41,9,0.066,774,6,2,1,0.145,Normal,0
192.168.5.135,2026-04-02 08:42,11,14,0.063,1164,4,2,1,0.131,Normal,0
192.168.8.136,2026-04-02 08:25,84,3,0.707,399,29,89,1,0.744,BruteForce,1
192.168.2.187,2026-04-02 08:11,174,2,0.89,295,32,79,1,0.824,BruteForce,0
192.168.7.49,2026-04-02 08:28,56,71,0.342,566,30,0,0,0.109,Scanning,1
192.168.7.87,2026-04-02 08:32,48,6,0.077,248,9,1,1,0.054,Normal,0
192.168.1.93,2026-04-02 08:43,54,8,0.057,347,6,0,1,0.205,Normal,0
192.168.2.117,2026-04-02 08:55,35,13,0.006,1216,4,1,1,0.155,Normal,0
192.168.10.171,2026-04-02 08:37,14,14,0.057,1105,6,2,1,0.034,Normal,0
192.168.3.47,2026-04-02 08:35,91,1,0.868,358,58,56,1,0.928,BruteForce,1
192.168.7.161,2026-04-02 08:36,36,11,0.011,1095,7,1,1,0.036,Normal,0
192.168.3.9,2026-04-02 08:06,44,11,0.062,804,8,1,1,0.265,Normal,0
192.168.5.48,2026-04-02 08:26,40,6,0.024,1165,10,1,1,0.11,Normal,0
192.168.7.76,2026-04-02 08:29,51,12,0.027,860,10,1,1,0.169,Normal,0
192.168.1.241,2026-04-02 08:03,7,5,0.087,313,9,0,1,0.108,Normal,0
192.168.10.74,2026-04-02 08:57,11,10,0.029,673,7,2,1,0.143,Normal,0
192.168.9.6,2026-04-02 08:33,728,2,0.113,266,122,0,1,0.802,DDoS,1
192.168.9.219,2026-04-02 08:45,13,14,0.007,1075,7,0,1,0.171,Normal,0
192.168.9.118,2026-04-02 08:59,46,12,0.02,1376,6,2,1,0.26,Normal,0
192.168.1.5,2026-04-02 08:20,9,13,0.052,1144,7,1,1,0.034,Normal,0
192.168.1.99,2026-04-02 08:04,19,13,0.039,513,2,2,1,0.154,Normal,0
192.168.7.205,2026-04-02 08:13,5,2,0.058,389,7,2,1,0.226,Normal,0
192.168.6.140,2026-04-02 08:29,46,7,0.006,765,4,0,1,0.285,Normal,0
192.168.10.69,2026-04-02 08:16,38,2,0.073,822,2,0,1,0.288,Normal,0
192.168.6.215,2026-04-02 08:01,13,10,0.035,304,7,1,1,0.114,Normal,0
192.168.10.193,2026-04-02 08:47,179,3,0.734,359,32,40,1,0.829,BruteForce,0
192.168.7.227,2026-04-02 08:12,46,9,0.014,485,4,2,1,0.168,Normal,0
192.168.6.234,2026-04-02 08:33,38,11,0.058,1289,9,1,1,0.227,Normal,0
192.168.5.172,2026-04-02 08:08,42,2,0.058,1087,2,2,1,0.143,Normal,0
192.168.1.36,2026-04-02 08:51,18,10,0.082,875,1,0,1,0.148,Normal,0
192.168.1.12,2026-04-02 08:27,22,11,0.053,659,3,0,1,0.246,Normal,0
192.168.5.116,2026-04-02 08:16,1188,2,0.103,146,112,0,1,0.836,DDoS,1
192.168.8.225,2026-04-02 08:44,11,13,0.011,233,8,0,1,0.08,Normal,0
192.168.6.190,2026-04-02 08:35,813,4,0.282,143,162,0,1,0.921,DDoS,1
192.168.4.48,2026-04-02 08:25,66,2,0.712,443,50,140,1,0.966,BruteForce,1
192.168.3.234,2026-04-02 08:11,26,11,0.087,507,3,0,1,0.054,Normal,0
192.168.9.58,2026-04-02 08:31,6,11,0.057,1372,8,1,1,0.208,Normal,0
192.168.3.170,2026-04-02 08:14,26,14,0.096,385,5,0,1,0.24,Normal,0
192.168.2.213,2026-04-02 08:26,66,72,0.274,1937,29,1,1,0.169,Scanning,1
192.168.4.239,2026-04-02 08:10,41,14,0.092,332,6,1,1,0.273,Normal,0
192.168.8.108,2026-04-02 08:18,808,3,0.128,368,89,0,1,0.997,DDoS,1
192.168.3.39,2026-04-02 08:14,11,10,0.016,681,2,1,1,0.292,Normal,0
192.168.6.132,2026-04-02 08:13,56,10,0.045,289,5,2,1,0.058,Normal,0
192.168.3.200,2026-04-02 08:11,10,9,0.033,562,6,2,1,0.017,Normal,0
192.168.9.254,2026-04-02 08:22,29,13,0.029,701,4,2,1,0.26,Normal,0
192.168.8.46,2026-04-02 08:49,55,4,0.09,1183,8,1,1,0.078,Normal,0
192.168.8.128,2026-04-02 08:35,20,10,0.019,584,9,2,1,0.019,Normal,0
192.168.3.51,2026-04-02 08:04,38,8,0.073,745,2,2,1,0.004,Normal,0
192.168.4.99,2026-04-02 08:57,54,9,0.025,268,4,1,1,0.221,Normal,0
192.168.3.243,2026-04-02 08:34,20,6,0.048,417,3,1,1,0.139,Normal,0
192.168.2.83,2026-04-02 08:05,52,5,0.01,559,4,1,1,0.269,Normal,0
192.168.4.154,2026-04-02 08:54,366,4,0.217,102,182,0,1,0.729,DDoS,0
192.168.5.193,2026-04-02 08:30,6,5,0.085,878,6,0,1,0.062,Normal,0
192.168.10.37,2026-04-02 08:12,19,9,0.064,1141,5,2,1,0.003,Normal,0
192.168.1.132,2026-04-02 08:51,55,4,0.007,1237,7,0,1,0.234,Normal,0
192.168.2.34,2026-04-02 08:45,11,4,0.072,1399,9,2,1,0.022,Normal,0
