ip_address,minute,requests_per_min,unique_endpoints,error_rate,avg_response_size,burst_rate,login_attempts,protocol_http,same_endpoint_ratio,attack_type,label
192.168.6.225,2026-04-02 08:20,58,14,0.031,318,4,2,1,0.284,Normal,0
192.168.5.242,2026-04-02 08:54,1075,3,0.099,153,197,0,1,0.724,DDoS,1
192.168.5.115,2026-04-02 08:35,34,6,0.027,671,6,2,1,0.064,Normal,0
192.168.4.143,2026-04-02 08:02,76,3,0.493,411,56,54,1,0.963,BruteForce,1
192.168.2.46,2026-04-02 08:02,34,7,0.066,911,7,2,1,0.038,Normal,0
192.168.7.154,2026-04-02 08:33,16,3,0.062,1303,8,0,1,0.001,Normal,0
192.168.3.21,2026-04-02 08:35,56,10,0.002,628,10,1,1,0.118,Normal,0
192.168.7.182,2026-04-02 08:13,32,13,0.06,349,2,2,1,0.018,Normal,0
192.168.9.124,2026-04-02 08:30,37,6,0.095,813,5,2,1,0.075,Normal,0
192.168.3.54,2026-04-02 08:21,41,15,0.04,730,1,0,1,0.261,Normal,0
192.168.10.173,2026-04-02 08:41,140,27,0.114,671,16,3,0,0.086,Scanning,1
192.168.10.7,2026-04-02 08:09,128,3,0.564,500,25,150,1,0.699,BruteForce,1
192.168.3.164,2026-04-02 08:18,37,6,0.036,1185,10,1,1,0.056,Normal,0
192.168.9.231,2026-04-02 08:11,908,1,0.289,158,106,0,1,0.94,DDoS,1
192.168.1.108,2026-04-02 08:24,36,8,0.026,1442,1,2,1,0.052,Normal,0
192.168.7.164,2026-04-02 08:46,22,8,0.017,1146,10,0,1,0.06,Normal,0
192.168.8.45,2026-04-02 08:01,179,1,0.758,231,46,138,1,0.731,BruteForce,1
192.168.2.141,2026-04-02 08:08,66,63,0.366,1328,16,5,1,0.158,Scanning,1
192.168.10.92,2026-04-02 08:10,374,3,0.188,283,115,0,1,0.924,DDoS,1
192.168.10.22,2026-04-02 08:16,1061,1,0.233,350,109,0,1,0.946,DDoS,1
192.168.2.33,2026-04-02 08:11,492,4,0.165,286,156,0,1,0.893,DDoS,1
192.168.6.4,2026-04-02 08:35,50,15,0.068,1380,10,0,1,0.293,Normal,0
192.168.1.179,2026-04-02 08:50,106,56,0.265,1262,12,0,0,0.196,Scanning,1
192.168.6.10,2026-04-02 08:17,14,15,0.003,1383,10,1,1,0.099,Normal,0
192.168.4.65,2026-04-02 08:13,13,8,0.055,816,5,0,1,0.089,Normal,1
192.168.2.171,2026-04-02 08:01,1089,1,0.071,267,134,0,1,0.722,DDoS,1
192.168.7.26,2026-04-02 08:10,121,1,0.536,377,22,36,1,0.914,BruteForce,1
192.168.10.5,2026-04-02 08:46,51,2,0.006,1017,4,2,1,0.27,Normal,0
192.168.5.48,2026-04-02 08:54,48,8,0.027,358,1,1,1,0.164,Normal,0
192.168.7.193,2026-04-02 08:26,7,6,0.092,1060,2,2,1,0.1,Normal,0
192.168.8.78,2026-04-02 08:46,14,4,0.024,756,4,1,1,0.016,Normal,0
192.168.3.119,2026-04-02 08:55,63,1,0.929,327,23,149,1,0.857,BruteForce,1
192.168.3.219,2026-04-02 08:06,37,14,0.073,695,9,2,1,0.021,Normal,0
192.168.8.5,2026-04-02 08:37,154,3,0.459,508,21,141,1,0.945,BruteForce,1
192.168.9.242,2026-04-02 08:10,9,3,0.034,1022,3,1,1,0.018,Normal,0
192.168.7.71,2026-04-02 08:47,8,9,0.017,478,5,1,1,0.298,Normal,0
192.168.1.222,2026-04-02 08:28,30,9,0.083,497,2,1,1,0.024,Normal,0
192.168.8.201,2026-04-02 08:47,6,2,0.086,371,6,2,1,0.089,Normal,0
192.168.8.71,2026-04-02 08:16,84,27,0.388,805,12,4,0,0.128,Scanning,1
192.168.1.162,2026-04-02 08:04,357,4,0.207,184,197,0,1,0.967,DDoS,1
192.168.7.247,2026-04-02 08:55,31,6,0.044,760,3,0,1,0.032,Normal,0
192.168.7.55,2026-04-02 08:25,1022,3,0.157,355,143,0,1,0.846,DDoS,1
192.168.3.36,2026-04-02 08:26,21,7,0.089,711,4,1,1,0.243,Normal,0
192.168.9.12,2026-04-02 08:43,21,4,0.006,611,10,1,1,0.016,Normal,0
192.168.6.122,2026-04-02 08:31,383,2,0.21,314,105,0,1,0.923,DDoS,1
192.168.8.24,2026-04-02 08:13,43,3,0.015,299,3,2,1,0.046,Normal,0
192.168.8.227,2026-04-02 08:37,13,13,0.04,1043,3,2,1,0.041,Normal,0
192.168.5.99,2026-04-02 08:01,397,2,0.261,262,186,0,1,0.843,DDoS,1
192.168.1.236,2026-04-02 08:53,28,13,0.02,954,8,2,1,0.119,Normal,0
192.168.2.188,2026-04-02 08:21,36,15,0.007,1290,3,0,1,0.198,Normal,1
192.168.9.123,2026-04-02 08:52,25,13,0.094,240,7,1,1,0.148,Normal,0
192.168.8.254,2026-04-02 08:45,60,10,0.099,335,10,1,1,0.027,Normal,0
192.168.10.18,2026-04-02 08:48,29,2,0.01,562,5,2,1,0.295,Normal,1
192.168.5.196,2026-04-02 08:17,50,14,0.058,759,7,1,1,0.143,Normal,0
192.168.5.159,2026-04-02 08:27,188,1,0.686,494,35,96,1,0.912,BruteForce,1
192.168.3.252,2026-04-02 08:21,71,2,0.933,519,33,101,1,0.698,BruteForce,1
192.168.7.104,2026-04-02 08:19,41,10,0.096,312,7,2,1,0.21,Normal,0
192.168.9.199,2026-04-02 08:54,173,1,0.906,415,51,55,1,0.931,BruteForce,1
192.168.9.165,2026-04-02 08:25,46,63,0.399,1251,27,4,0,0.134,Scanning,1
192.168.1.92,2026-04-02 08:05,5,11,0.046,811,6,0,1,0.002,Normal,0
192.168.3.185,2026-04-02 08:03,6,12,0.05,805,5,1,1,0.121,Normal,0
192.168.1.124,2026-04-02 08:07,125,3,0.894,192,36,131,1,0.982,BruteForce,1
192.168.10.221,2026-04-02 08:23,26,5,0.031,385,2,0,1,0.098,Normal,0
192.168.7.16,2026-04-02 08:19,56,7,0.015,631,4,2,1,0.221,Normal,0
192.168.2.103,2026-04-02 08:37,47,3,0.018,487,8,1,1,0.281,Normal,0
192.168.6.249,2026-04-02 08:28,7,12,0.062,1127,6,2,1,0.3,Normal,0
192.168.5.171,2026-04-02 08:44,25,5,0.024,504,3,0,1,0.024,Normal,0
192.168.9.155,2026-04-02 08:45,15,8,0.082,847,7,1,1,0.008,Normal,0
192.168.7.47,2026-04-02 08:42,27,10,0.086,927,8,1,1,0.211,Normal,0
192.168.7.71,2026-04-02 08:31,58,7,0.013,879,8,1,1,0.134,Normal,0
192.168.1.153,2026-04-02 08:55,27,9,0.058,1200,4,1,1,0.033,Normal,0
192.168.2.214,2026-04-02 08:33,28,10,0.02,1112,7,1,1,0.081,Normal,0
192.168.4.107,2026-04-02 08:20,71,2,0.477,350,59,71,1,0.932,BruteForce,1
192.168.10.136,2026-04-02 08:17,437,1,0.123,384,167,0,1,0.952,DDoS,1
192.168.3.48,2026-04-02 08:45,15,7,0.06,442,4,1,1,0.243,Normal,0
192.168.7.221,2026-04-02 08:48,53,62,0.216,961,26,2,0,0.004,Scanning,1
192.168.1.9,2026-04-02 08:54,34,3,0.081,1415,6,2,1,0.004,Normal,0
192.168.8.167,2026-04-02 08:29,13,3,0.097,1199,1,1,1,0.258,Normal,0
192.168.3.167,2026-04-02 08:47,20,8,0.084,1303,4,0,1,0.09,Normal,0
192.168.10.184,2026-04-02 08:14,9,2,0.093,627,8,0,1,0.14,Normal,0
192.168.9.143,2026-04-02 08:12,19,7,0.072,925,2,1,1,0.174,Normal,0
192.168.5.149,2026-04-02 08:23,50,6,0.086,1084,8,0,1,0.215,Normal,0
192.168.1.76,2026-04-02 08:27,6,7,0.026,414,2,1,1,0.051,Normal,0
192.168.4.14,2026-04-02 08:44,86,1,0.739,267,36,65,1,0.752,BruteForce,1
192.168.10.122,2026-04-02 08:28,578,4,0.161,279,128,0,1,0.934,DDoS,1
192.168.6.82,2026-04-02 08:33,767,4,0.235,321,110,0,1,0.925,DDoS,1
192.168.5.236,2026-04-02 08:59,44,11,0.008,474,6,0,1,0.072,Normal,0
192.168.3.237,2026-04-02 08:24,48,9,0.011,1141,6,2,1,0.218,Normal,0
192.168.1.171,2026-04-02 08:59,985,2,0.186,329,146,0,1,0.751,DDoS,1
192.168.5.50,2026-04-02 08:20,71,1,0.625,379,35,143,1,0.921,BruteForce,1
192.168.6.202,2026-04-02 08:10,33,13,0.026,763,10,0,1,0.228,Normal,0
192.168.2.56,2026-04-02 08:56,803,1,0.176,107,85,0,1,0.941,DDoS,1
192.168.5.37,2026-04-02 08:48,11,5,0.055,1241,3,0,1,0.18,Normal,0
192.168.2.93,2026-04-02 08:47,26,14,0.027,662,5,0,1,0.029,Normal,0
192.168.3.248,2026-04-02 08:05,58,3,0.02,1195,4,0,1,0.116,Normal,0
192.168.2.9,2026-04-02 08:54,56,12,0.042,232,4,0,1,0.02,Normal,0
192.168.4.227,2026-04-02 08:47,15,6,0.094,731,10,0,1,0.277,Normal,0
192.168.6.47,2026-04-02 08:32,46,14,0.05,703,7,1,1,0.215,Normal,0
192.168.10.38,2026-04-02 08:48,8,4,0.026,568,9,1,1,0.18,Normal,0
192.168.5.137,2026-04-02 08:19,118,33,0.167,506,16,1,0,0.073,Scanning,1
192.168.7.229,2026-04-02 08:03,21,6,0.054,529,2,1,1,0.284,Normal,0
192.168.9.230,2026-04-02 08:29,55,5,0.008,544,3,2,1,0.275,Normal,0
192.168.5.208,2026-04-02 08:58,57,2,0.522,257,23,132,1,0.95,BruteForce,1
192.168.4.183,2026-04-02 08:10,12,6,0.09,381,10,1,1,0.034,Normal,0
192.168.7.110,2026-04-02 08:19,45,12,0.021,1424,6,1,1,0.07,Normal,0
192.168.1.98,2026-04-02 08:05,48,8,0.017,639,3,1,1,0.084,Normal,0
192.168.7.101,2026-04-02 08:02,15,4,0.057,615,2,1,1,0.146,Normal,0
192.168.7.100,2026-04-02 08:34,19,8,0.034,293,8,2,1,0.083,Normal,0
192.168.6.7,2026-04-02 08:56,702,2,0.284,289,176,0,1,0.779,DDoS,1
192.168.1.187,2026-04-02 08:52,428,2,0.27,228,130,0,1,0.752,DDoS,1
192.168.7.166,2026-04-02 08:16,57,3,0.075,514,1,1,1,0.215,Normal,0
192.168.9.182,2026-04-02 08:28,1043,2,0.247,229,160,0,1,0.985,DDoS,1
192.168.1.57,2026-04-02 08:28,568,1,0.12,201,176,0,1,0.721,DDoS,1
192.168.8.185,2026-04-02 08:22,150,44,0.22,815,25,3,0,0.112,Scanning,1
192.168.9.54,2026-04-02 08:09,57,10,0.088,335,8,2,1,0.186,Normal,0
192.168.1.76,2026-04-02 08:20,623,4,0.187,218,153,0,1,0.725,DDoS,1
192.168.10.227,2026-04-02 08:55,17,9,0.059,996,1,2,1,0.064,Normal,0
192.168.2.116,2026-04-02 08:53,41,15,0.021,611,1,2,1,0.055,Normal,0
192.168.3.157,2026-04-02 08:36,47,4,0.033,1257,8,2,1,0.179,Normal,0
192.168.9.200,2026-04-02 08:46,1141,3,0.052,177,85,0,1,0.825,DDoS,1
192.168.8.47,2026-04-02 08:24,12,15,0.092,227,8,1,1,0.041,Normal,0
192.168.5.113,2026-04-02 08:39,70,3,0.404,243,54,59,1,0.93,BruteForce,1
192.168.9.205,2026-04-02 08:08,11,15,0.05,451,1,1,1,0.098,Normal,0
192.168.2.191,2026-04-02 08:24,17,13,0.083,330,3,2,1,0.091,Normal,0
192.168.7.56,2026-04-02 08:43,8,9,0.001,1318,7,1,1,0.208,Normal,0
192.168.8.220,2026-04-02 08:38,48,4,0.073,334,5,0,1,0.096,Normal,0
192.168.9.242,2026-04-02 08:00,56,3,0.024,1459,10,2,1,0.179,Normal,0
192.168.3.38,2026-04-02 08:39,51,12,0.079,955,6,1,1,0.114,Normal,0
192.168.3.66,2026-04-02 08:59,35,8,0.027,214,1,1,1,0.157,Normal,0
192.168.10.65,2026-04-02 08:43,36,2,0.02,1349,1,1,1,0.06,Normal,0
192.168.1.63,2026-04-02 08:38,50,8,0.019,1241,6,2,1,0.254,Normal,0
192.168.2.7,2026-04-02 08:25,570,4,0.283,147,191,0,1,0.85,DDoS,1
192.168.6.191,2026-04-02 08:25,54,11,0.053,961,4,2,1,0.083,Normal,0
192.168.4.1,2026-04-02 08:06,820,4,0.27,302,197,0,1,0.787,DDoS,1
192.168.9.123,2026-04-02 08:24,747,2,0.077,315,116,0,1,0.869,DDoS,1
192.168.6.50,2026-04-02 08:18,104,71,0.176,386,11,2,0,0.018,Scanning,1
192.168.9.187,2026-04-02 08:47,42,6,0.094,629,8,2,1,0.01,Normal,0
192.168.1.178,2026-04-02 08:29,48,6,0.07,887,6,2,1,0.256,Normal,0
192.168.5.58,2026-04-02 08:52,1104,1,0.166,168,119,0,1,0.952,DDoS,1
192.168.8.119,2026-04-02 08:31,18,7,0.093,477,3,2,1,0.215,Normal,0
192.168.3.146,2026-04-02 08:26,45,9,0.01,230,3,1,1,0.164,Normal,0
192.168.8.240,2026-04-02 08:41,176,2,0.605,597,31,77,1,0.714,BruteForce,1
192.168.6.26,2026-04-02 08:02,10,10,0.058,1378,5,0,1,0.128,Normal,0
192.168.9.172,2026-04-02 08:56,42,11,0.029,1364,2,2,1,0.134,Normal,0
192.168.3.159,2026-04-02 08:18,1166,4,0.062,139,108,0,1,0.937,DDoS,1
192.168.7.44,2026-04-02 08:51,41,10,0.034,1206,10,1,1,0.07,Normal,0
192.168.9.59,2026-04-02 08:40,332,2,0.118,302,167,0,1,0.78,DDoS,1
192.168.1.150,2026-04-02 08:51,10,4,0.096,1139,6,0,1,0.003,Normal,0
192.168.9.3,2026-04-02 08:57,15,7,0.086,1041,7,0,1,0.297,Normal,0
192.168.7.111,2026-04-02 08:45,99,31,0.388,1593,30,1,1,0.082,Scanning,1
192.168.8.22,2026-04-02 08:12,5,9,0.013,862,7,2,1,0.064,Normal,0
192.168.10.192,2026-04-02 08:15,24,13,0.079,733,1,2,1,0.142,Normal,0
192.168.1.99,2026-04-02 08:20,16,11,0.077,749,2,2,1,0.061,Normal,0
192.168.5.174,2026-04-02 08:31,40,10,0.031,1101,2,0,1,0.146,Normal,0
192.168.2.10,2026-04-02 08:17,1043,3,0.163,159,109,0,1,0.812,DDoS,1
192.168.4.104,2026-04-02 08:36,12,11,0.025,1417,1,2,1,0.025,Normal,0
192.168.1.53,2026-04-02 08:33,15,12,0.029,367,8,0,1,0.093,Normal,0
192.168.7.49,2026-04-02 08:13,59,3,0.089,1174,6,0,1,0.004,Normal,0
192.168.8.1,2026-04-02 08:51,181,3,0.777,398,26,76,1,0.668,BruteForce,1
192.168.6.81,2026-04-02 08:59,57,5,0.094,1016,7,2,1,0.017,Normal,0
192.168.4.14,2026-04-02 08:14,48,15,0.034,1422,1,1,1,0.144,Normal,0
192.168.1.29,2026-04-02 08:35,7,10,0.006,442,9,0,1,0.012,Normal,0
192.168.10.145,2026-04-02 08:37,38,7,0.093,618,6,0,1,0.08,Normal,0
192.168.6.239,2026-04-02 08:14,20,9,0.091,1441,10,2,1,0.224,Normal,0
192.168.5.217,2026-04-02 08:15,50,8,0.058,1079,6,1,1,0.266,Normal,0
192.168.3.32,2026-04-02 08:23,27,3,0.02,781,3,0,1,0.225,Normal,0
192.168.6.161,2026-04-02 08:54,59,3,0.725,321,45,127,1,0.823,BruteForce,0
192.168.5.107,2026-04-02 08:39,147,43,0.251,963,14,5,1,0.098,Scanning,1
192.168.2.68,2026-04-02 08:38,54,6,0.071,922,9,0,1,0.198,Normal,0
192.168.8.110,2026-04-02 08:22,1112,1,0.093,398,145,0,1,0.829,DDoS,1
192.168.8.126,2026-04-02 08:00,55,12,0.039,931,9,1,1,0.089,Normal,1
192.168.10.26,2026-04-02 08:39,9,10,0.021,743,3,1,1,0.264,Normal,0
192.168.3.201,2026-04-02 08:46,38,6,0.01,1221,4,0,1,0.18,Normal,0
192.168.4.176,2026-04-02 08:33,888,4,0.197,241,120,0,1,0.956,DDoS,1
192.168.3.145,2026-04-02 08:49,47,8,0.007,1496,1,0,1,0.224,Normal,1
192.168.2.235,2026-04-02 08:35,30,14,0.043,1022,6,0,1,0.095,Normal,0
192.168.5.128,2026-04-02 08:25,24,9,0.09,821,9,1,1,0.205,Normal,0
192.168.3.99,2026-04-02 08:22,59,62,0.371,1897,12,0,0,0.064,Scanning,1
192.168.10.18,2026-04-02 08:58,83,3,0.876,592,22,58,1,0.78,BruteForce,1
192.168.3.34,2026-04-02 08:34,101,40,0.111,1827,30,4,0,0.001,Scanning,1
192.168.9.141,2026-04-02 08:42,28,2,0.089,807,3,0,1,0.249,Normal,0
192.168.9.39,2026-04-02 08:14,124,3,0.798,307,24,65,1,0.668,BruteForce,1
192.168.2.23,2026-04-02 08:55,698,1,0.187,282,147,0,1,0.871,DDoS,1
192.168.2.89,2026-04-02 08:20,36,12,0.074,1401,1,0,1,0.266,Normal,0
192.168.2.234,2026-04-02 08:30,32,3,0.048,1272,9,0,1,0.05,Normal,0
192.168.1.206,2026-04-02 08:00,41,8,0.013,999,3,1,1,0.271,Normal,0
192.168.1.227,2026-04-02 08:13,37,2,0.072,470,8,0,1,0.278,Normal,0
192.168.6.11,2026-04-02 08:39,19,14,0.049,328,5,1,1,0.07,Normal,0
192.168.6.205,2026-04-02 08:10,127,1,0.802,304,51,57,1,0.984,BruteForce,1
192.168.4.155,2026-04-02 08:40,34,6,0.026,242,9,2,1,0.27,Normal,0
192.168.5.231,2026-04-02 08:50,19,8,0.06,1161,1,2,1,0.281,Normal,0
192.168.10.5,2026-04-02 08:52,59,6,0.016,319,3,1,1,0.138,Normal,0
192.168.9.97,2026-04-02 08:41,1093,3,0.177,364,88,0,1,0.84,DDoS,1
192.168.6.77,2026-04-02 08:00,41,14,0.091,823,7,2,1,0.295,Normal,0
192.168.3.71,2026-04-02 08:39,44,12,0.059,865,7,2,1,0.159,Normal,0
192.168.1.144,2026-04-02 08:02,17,13,0.065,1316,7,0,1,0.135,Normal,0
192.168.1.98,2026-04-02 08:43,12,5,0.075,687,9,2,1,0.095,Normal,0
192.168.1.34,2026-04-02 08:36,36,6,0.002,1089,8,1,1,0.152,Normal,0
192.168.10.72,2026-04-02 08:09,55,3,0.036,388,6,0,1,0.116,Normal,0
192.168.4.23,2026-04-02 08:09,31,15,0.052,643,10,1,1,0.251,Normal,0
192.168.4.204,2026-04-02 08:37,12,6,0.073,1246,10,2,1,0.26,Normal,0
192.168.6.218,2026-04-02 08:06,19,6,0.001,1499,2,2,1,0.021,Normal,0
192.168.6.1,2026-04-02 08:40,136,1,0.699,408,47,150,1,0.608,BruteForce,1
192.168.10.197,2026-04-02 08:36,30,6,0.056,614,2,2,1,0.046,Normal,0
192.168.4.72,2026-04-02 08:36,8,8,0.03,1268,7,1,1,0.14,Normal,0
192.168.2.18,2026-04-02 08:53,25,13,0.048,792,3,0,1,0.156,Normal,0
192.168.1.109,2026-04-02 08:23,13,9,0.021,359,6,2,1,0.158,Normal,0
192.168.9.172,2026-04-02 08:23,1055,3,0.262,171,155,0,1,0.831,DDoS,1
192.168.1.145,2026-04-02 08:44,38,10,0.058,1073,5,1,1,0.115,Normal,0
192.168.3.5,2026-04-02 08:36,24,13,0.006,782,3,2,1,0.076,Normal,0
192.168.2.6,2026-04-02 08:36,157,1,0.905,533,44,112,1,0.752,BruteForce,1
192.168.2.177,2026-04-02 08:47,754,3,0.217,375,168,0,1,0.705,DDoS,1
192.168.5.46,2026-04-02 08:53,42,6,0.004,1421,7,1,1,0.219,Normal,0
192.168.4.71,2026-04-02 08:56,33,14,0.005,1138,5,0,1,0.063,Normal,0
192.168.6.51,2026-04-02 08:51,6,9,0.039,821,9,1,1,0.068,Normal,0
192.168.2.215,2026-04-02 08:26,28,5,0.039,380,6,1,1,0.136,Normal,0
192.168.4.203,2026-04-02 08:33,19,6,0.033,395,2,0,1,0.221,Normal,0
192.168.9.236,2026-04-02 08:40,43,4,0.043,276,9,1,1,0.152,Normal,0
192.168.3.90,2026-04-02 08:56,981,3,0.191,183,167,0,1,0.929,DDoS,1
192.168.9.100,2026-04-02 08:37,84,2,0.92,509,41,53,1,0.788,BruteForce,1
192.168.2.203,2026-04-02 08:44,39,12,0.031,1293,8,0,1,0.011,Normal,0
192.168.5.231,2026-04-02 08:43,660,4,0.093,256,184,0,1,0.996,DDoS,1
192.168.10.68,2026-04-02 08:58,26,4,0.069,1142,6,2,1,0.14,Normal,0
192.168.1.22,2026-04-02 08:31,708,3,0.086,312,91,0,1,0.978,DDoS,1
192.168.1.106,2026-04-02 08:09,9,9,0.096,356,4,2,1,0.126,Normal,0
192.168.10.30,2026-04-02 08:14,989,4,0.201,299,195,0,1,0.935,DDoS,1
192.168.1.144,2026-04-02 08:06,117,1,0.588,515,25,150,1,0.652,BruteForce,1
192.168.7.187,2026-04-02 08:44,31,4,0.084,1424,2,0,1,0.062,Normal,0
192.168.6.144,2026-04-02 08:15,196,1,0.503,428,29,104,1,0.757,BruteForce,1
192.168.4.2,2026-04-02 08:47,42,6,0.033,955,5,2,1,0.276,Normal,0
192.168.10.41,2026-04-02 08:34,9,7,0.064,662,6,2,1,0.004,Normal,0
192.168.8.119,2026-04-02 08:51,59,4,0.028,913,10,2,1,0.038,Normal,0
192.168.9.72,2026-04-02 08:31,25,4,0.021,772,3,1,1,0.267,Normal,1
192.168.5.174,2026-04-02 08:31,126,57,0.207,1924,26,5,0,0.088,Scanning,1
192.168.3.140,2026-04-02 08:53,48,7,0.041,893,4,2,1,0.225,Normal,0
192.168.7.96,2026-04-02 08:08,46,6,0.021,489,8,0,1,0.163,Normal,0
192.168.7.165,2026-04-02 08:05,48,12,0.005,861,7,1,1,0.082,Normal,0
192.168.9.57,2026-04-02 08:10,48,7,0.084,314,4,0,1,0.242,Normal,0
192.168.1.80,2026-04-02 08:01,1005,1,0.111,183,156,0,1,0.807,DDoS,1
192.168.9.249,2026-04-02 08:05,31,5,0.021,659,1,2,1,0.041,Normal,0
192.168.6.245,2026-04-02 08:20,175,3,0.939,456,49,97,1,0.696,BruteForce,0
192.168.1.207,2026-04-02 08:23,36,11,0.069,434,2,0,1,0.046,Normal,0
192.168.7.157,2026-04-02 08:26,46,15,0.027,753,5,0,1,0.077,Normal,0
192.168.6.202,2026-04-02 08:50,123,2,0.599,548,43,55,1,0.63,BruteForce,1
192.168.2.20,2026-04-02 08:15,119,70,0.391,752,11,3,1,0.005,Scanning,1
192.168.8.163,2026-04-02 08:41,74,2,0.801,402,57,92,1,0.888,BruteForce,1
192.168.6.32,2026-04-02 08:08,37,14,0.084,1294,8,2,1,0.037,Normal,0
192.168.4.33,2026-04-02 08:25,1165,4,0.216,230,124,0,1,0.752,DDoS,1
192.168.9.127,2026-04-02 08:26,101,65,0.298,1846,21,4,1,0.107,Scanning,0
192.168.7.197,2026-04-02 08:14,44,11,0.081,807,9,2,1,0.181,Normal,0
192.168.3.48,2026-04-02 08:31,54,14,0.043,1480,3,0,1,0.148,Normal,0
192.168.3.217,2026-04-02 08:03,43,12,0.041,854,8,1,1,0.262,Normal,0
192.168.6.193,2026-04-02 08:45,333,2,0.08,218,155,0,1,0.747,DDoS,1
192.168.5.56,2026-04-02 08:23,921,3,0.149,362,114,0,1,0.787,DDoS,1
192.168.5.171,2026-04-02 08:38,52,12,0.074,444,1,2,1,0.041,Normal,0
192.168.8.193,2026-04-02 08:52,21,4,0.015,643,3,0,1,0.286,Normal,0
192.168.2.28,2026-04-02 08:41,92,2,0.401,522,32,40,1,0.766,BruteForce,1
192.168.8.228,2026-04-02 08:56,54,2,0.089,222,1,1,1,0.175,Normal,0
192.168.1.18,2026-04-02 08:44,29,12,0.027,937,2,0,1,0.088,Normal,0
192.168.10.60,2026-04-02 08:11,15,3,0.025,693,5,2,1,0.245,Normal,0
192.168.4.214,2026-04-02 08:52,5,14,0.002,811,8,2,1,0.216,Normal,0
192.168.5.235,2026-04-02 08:57,406,1,0.269,166,189,0,1,0.783,DDoS,1
192.168.4.166,2026-04-02 08:25,9,12,0.082,818,7,0,1,0.042,Normal,0
192.168.8.68,2026-04-02 08:03,78,2,0.727,550,23,120,1,0.982,BruteForce,1
192.168.4.69,2026-04-02 08:53,28,6,0.048,545,4,2,1,0.194,Normal,0
192.168.4.56,2026-04-02 08:13,145,1,0.865,362,45,30,1,0.64,BruteForce,1
192.168.8.98,2026-04-02 08:25,37,12,0.074,1231,10,2,1,0.297,Normal,0
192.168.4.17,2026-04-02 08:10,191,2,0.687,522,20,133,1,0.976,BruteForce,1
192.168.3.116,2026-04-02 08:10,60,11,0.079,486,5,1,1,0.073,Normal,0
192.168.4.233,2026-04-02 08:44,20,4,0.017,1106,4,2,1,0.185,Normal,0
192.168.8.221,2026-04-02 08:48,1149,3,0.257,199,189,0,1,0.823,DDoS,1
192.168.10.35,2026-04-02 08:39,24,7,0.06,611,8,1,1,0.053,Normal,0
192.168.4.37,2026-04-02 08:29,919,1,0.194,128,135,0,1,0.79,DDoS,1
192.168.10.53,2026-04-02 08:02,63,1,0.598,215,31,39,1,0.991,BruteForce,1
192.168.4.136,2026-04-02 08:33,6,14,0.019,1105,5,0,1,0.252,Normal,0
192.168.9.98,2026-04-02 08:25,30,15,0.035,499,5,0,1,0.086,Normal,0
192.168.5.193,2026-04-02 08:24,24,9,0.014,455,10,0,1,0.129,Normal,0
